game_id,round_id,agent_id,room,was_killed,vote_cast,vote_target,ejected,vote_correct,trust_change,consensus_reached,agreement_level
c6c045d2-fe57-4c29-b767-793eeac4ac99,1,Agent_1,Lower Engine,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,1,Agent_2,Lower Engine,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,1,Agent_3,Electrical,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,1,Agent_4,Navigation,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,1,Agent_5,Storage,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,1,Agent_6,O2,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,1,Agent_7,Electrical,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,1,Agent_8,Navigation,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,2,Agent_1,Electrical,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,2,Agent_2,Lower Engine,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,2,Agent_3,Electrical,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,2,Agent_4,Navigation,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,2,Agent_5,Lower Engine,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,2,Agent_6,Navigation,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,2,Agent_7,Electrical,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,2,Agent_8,O2,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,3,Agent_1,Lower Engine,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,3,Agent_2,Lower Engine,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,3,Agent_3,Electrical,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,3,Agent_4,Navigation,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,3,Agent_5,Lower Engine,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,3,Agent_6,O2,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,3,Agent_7,Electrical,False,True,No Ejection,No Ejection,True,0,True,1.0
c6c045d2-fe57-4c29-b767-793eeac4ac99,3,Agent_8,Navigation,False,True,No Ejection,No Ejection,True,0,True,1.0
